fichero,url,delta_sg,calificacion
20250911_28025026_IES LAS VEREDILLAS_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.lasveredillas.torrejondeardoz/,1.367379,9.54
20250911_28025026_IES LAS VEREDILLAS_url_web_NTP.json,http://www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,0.598936,9.8
20250911_28025129_IES ALTO JARAMA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.altojarama.torrelaguna/,1.326095,9.56
20250911_28025129_IES ALTO JARAMA_url_web_NTP.json,http://www.educa.madrid.org/ies.altojarama.torrelaguna,0.910732,9.7
20250911_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.victoria.villarejo/,0.895649,9.7
20250911_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_web_NTP.json,http://www.educa.madrid.org/ies.victoria.villarejo,0.691523,9.77
20250911_28025828_IES FELIPE II_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.felipesegundo.madrid/,1.306721,9.56
20250911_28025828_IES FELIPE II_url_web_NTP.json,http://www.educa.madrid.org/ies.felipesegundo.madrid,1.154446,9.62
20250911_28026031_IES VICENTE ALEIXANDRE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,0.839037,9.72
20250911_28026031_IES VICENTE ALEIXANDRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vicentealeixand.pinto,0.919212,9.69
20250911_28026092_IES LOS CASTILLOS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,0.724911,9.76
20250911_28026092_IES LOS CASTILLOS_url_web_NTP.json,http://www.educa.madrid.org/ies.loscastillos.alcorcon,0.611326,9.8
20250911_28028301_IES ARQUITECTO PEDRO GUMIEL_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.arquitectopedro.alcala/,0.982254,9.67
20250911_28028301_IES ARQUITECTO PEDRO GUMIEL_url_web_NTP.json,http://www.educa.madrid.org/ies.arquitectopedro.alcala,0.21781,9.93
20250911_28028350_IES MARIA MOLINER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariamoliner.coslada/,1.024632,9.66
20250911_28028350_IES MARIA MOLINER_url_web_NTP.json,http://www.educa.madrid.org/ies.mariamoliner.coslada,3.597015,8.8
20250911_28028374_IES DIONISIO AGUADO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.dionisioaguado.fuenlabrada/,1.279404,9.57
20250911_28028374_IES DIONISIO AGUADO_url_web_NTP.json,http://www.educa.madrid.org/ies.dionisioaguado.fuenlabrada,0.528592,9.82
20250911_28028404_IES BUTARQUE_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.butarque.leganes/,0.776904,9.74
20250911_28028404_IES BUTARQUE_url_web_NTP.json,http://www.educa.madrid.org/ies.butarque.leganes,2.879855,9.04
20250911_28028428_IES AVENIDA DE LOS TOREROS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.avenidadelostor.madrid/,0.526856,9.82
20250911_28028428_IES AVENIDA DE LOS TOREROS_url_web_NTP.json,http://www.educa.madrid.org/ies.avenidadelostor.madrid,1.380022,9.54
20250911_28028431_IES MARIANO JOSE DE LARRA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.larra.madrid/,1.13425,9.62
20250911_28028431_IES MARIANO JOSE DE LARRA_url_web_NTP.json,http://www.educa.madrid.org/ies.larra.madrid,2.111089,9.3
20250911_28028453_IES LA ESTRELLA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.laestrella.madrid/,0.52479,9.83
20250911_28028453_IES LA ESTRELLA_url_web_NTP.json,http://www.educa.madrid.org/ies.laestrella.madrid,0.746997,9.75
20250911_28028465_IES SAN JUAN BAUTISTA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanjuanbautista.madrid/,1.171449,9.61
20250911_28028465_IES SAN JUAN BAUTISTA_url_web_NTP.json,http://www.educa.madrid.org/ies.sanjuanbautista.madrid,0.92785,9.69
20250911_28028477_IES JAIME VERA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.jaimevera.madrid/,0.534743,9.82
20250911_28028477_IES JAIME VERA_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimevera.madrid,0.774,9.74
20250911_28028568_IES MANUEL DE FALLA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.manueldefalla.mostoles/,0.775883,9.74
20250911_28028568_IES MANUEL DE FALLA_url_web_NTP.json,http://www.educa.madrid.org/ies.manueldefalla.mostoles,1.072847,9.64
20250911_28028571_IES LAS ROZAS I_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.uno.lasrozas/,1.335026,9.55
20250911_28028571_IES LAS ROZAS I_url_web_NTP.json,http://www.educa.madrid.org/ies.uno.lasrozas,1.136717,9.62
20250911_28028611_IES GONZALO TORRENTE BALLESTER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.torrenteballest.sansebastian/,1.34015,9.55
20250911_28028611_IES GONZALO TORRENTE BALLESTER_url_web_NTP.json,http://www.educa.madrid.org/ies.torrenteballest.sansebastian,3.810974,8.73
20250911_28028672_IES RAMIRO DE MAEZTU_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ramirodemaeztu.madrid/,0.791354,9.74
20250911_28028672_IES RAMIRO DE MAEZTU_url_web_NTP.json,http://www.educa.madrid.org/ies.ramirodemaeztu.madrid,1.784054,9.41
20250911_28028684_IES JUAN DE HERRERA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandeherrera.sanlorenzo/,0.988113,9.67
20250911_28028684_IES JUAN DE HERRERA_url_web_NTP.json,http://www.educa.madrid.org/ies.juandeherrera.sanlorenzo,0.228885,9.92
20250911_28030137_IES FORTUNY_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.fortuny.madrid/,0.787068,9.74
20250911_28030137_IES FORTUNY_url_web_NTP.json,http://www.educa.madrid.org/ies.fortuny.madrid,0.508226,9.83
20250911_28030149_IES CIUDAD DE LOS POETAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ciudaddelospoetas.madrid/,0.523645,9.83
20250911_28030149_IES CIUDAD DE LOS POETAS_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddelospoetas.madrid,1.248881,9.58
20250911_28030150_IES RAMON Y CAJAL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ramonycajal.madrid/,1.355273,9.55
20250911_28030150_IES RAMON Y CAJAL_url_web_NTP.json,http://www.educa.madrid.org/ies.ramonycajal.madrid,4.309617,8.56
20250911_28030162_IES MIGUEL DELIBES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.delibes.madrid/,0.746519,9.75
20250911_28030162_IES MIGUEL DELIBES_url_web_NTP.json,http://www.educa.madrid.org/ies.delibes.madrid,0.721266,9.76
20250911_28030174_IES CELESTINO MUTIS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,1.169769,9.61
20250911_28030174_IES CELESTINO MUTIS_url_web_NTP.json,http://www.educa.madrid.org/ies.celestinomutis.madrid,1.241652,9.59
20250911_28030186_IES DAMASO ALONSO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,0.938792,9.69
20250911_28030186_IES DAMASO ALONSO_url_web_NTP.json,http://www.educa.madrid.org/ies.damasoalonso.madrid,1.838726,9.39
20250911_28030216_IES HUMANEJOS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.humanejos.parla/,0.715658,9.76
20250911_28030216_IES HUMANEJOS_url_web_NTP.json,https://www.ieshumanejos.com,1.096354,9.63
20250911_28030228_IES LEON FELIPE_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.leonfelipe.torrejondeardoz/,0.669614,9.78
20250911_28030228_IES LEON FELIPE_url_web_NTP.json,http://www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,3.826877,8.72
20250911_28030241_IES PRADO DE SANTO DOMINGO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.pradodesantodomingo.alcorcon/,1.138996,9.62
20250911_28030241_IES PRADO DE SANTO DOMINGO_url_web_NTP.json,http://www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,1.039487,9.65
20250911_28030575_IES ARTURO SORIA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arturosoria.madrid/,0.644368,9.79
20250911_28030575_IES ARTURO SORIA_url_web_NTP.json,http://www.educa.madrid.org/ies.arturosoria.madrid,1.817287,9.39
20250911_28030903_IES MATEO ALEMAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,0.856378,9.71
20250911_28030903_IES MATEO ALEMAN_url_web_NTP.json,http://www.educa.madrid.org/ies.mateoaleman.alcala,0.090032,9.97
20250911_28030915_IES GALILEO GALILEI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,0.596512,9.8
20250911_28030915_IES GALILEO GALILEI_url_web_NTP.json,http://www.educa.madrid.org/ies.galileogalilei.alcorcon,1.166529,9.61
20250911_28030927_IES BLAS DE OTERO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,1.363376,9.55
20250911_28030927_IES BLAS DE OTERO_url_web_NTP.json,http://www.educa.madrid.org/ies.blasdeotero.madrid,1.210033,9.6
20250911_28030939_IES SAN MATEO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,0.78492,9.74
20250911_28030939_IES SAN MATEO_url_web_NTP.json,http://www.educa.madrid.org/ies.sanmateo.madrid,19.83936,3.39
20250911_28030952_IES MARIANA PINEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,0.491364,9.84
20250911_28030952_IES MARIANA PINEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.marianapineda.madrid,0.397487,9.87
20250911_28030964_IES VALLECAS-MAGERIT_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.magerit.madrid/,1.425251,9.52
20250911_28030964_IES VALLECAS-MAGERIT_url_web_NTP.json,https://www.vmagerit.com,1.133745,9.62
20250911_28030976_IES LAS MUSAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,0.616389,9.79
20250911_28030976_IES LAS MUSAS_url_web_NTP.json,http://www.educa.madrid.org/ies.lasmusas.madrid,0.854447,9.72
20250911_28031002_IES LEONARDO DA VINCI_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.leonardodavinci.madrid/,1.208453,9.6
20250911_28031002_IES LEONARDO DA VINCI_url_web_NTP.json,http://www.educa.madrid.org/ies.leonardodavinci.madrid,1.274878,9.58
20250911_28031014_IES MORATALAZ_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.moratalaz.madrid/,1.160877,9.61
20250911_28031014_IES MORATALAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.moratalaz.madrid,3.471896,8.84
20250911_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.hosteleria.madrid/,0.509399,9.83
20250911_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_web_NTP.json,http://www.educa.madrid.org/ies.hosteleria.madrid,0.748442,9.75
20250911_28032471_IES ARQUITECTO PERIDIS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arquitectoperid.leganes/,0.577159,9.81
20250911_28032471_IES ARQUITECTO PERIDIS_url_web_NTP.json,http://www.educa.madrid.org/ies.arquitectoperid.leganes,3.017159,8.99
20250911_28032481_IES CIUDAD DE JAEN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddejaen.madrid/,1.240281,9.59
20250911_28032481_IES CIUDAD DE JAEN_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddejaen.madrid,1.239679,9.59
20250911_28032501_IES LEONARDO DA VINCI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.leonardodavinci.majadahonda/,0.715805,9.76
20250911_28032501_IES LEONARDO DA VINCI_url_web_NTP.json,http://www.educa.madrid.org/ies.leonardodavinci.majadahonda,0.639772,9.79
20250911_28032559_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,0.76579,9.74
20250911_28032559_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.parla,0.691917,9.77
20250911_28033527_IES PRINCIPE FELIPE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.principefelipe.madrid/,0.974562,9.68
20250911_28033539_IES ALAMEDA DE OSUNA_url_aula_NTP.json,https://www.educa2.madrid.org/web/centro.ies.alamedadeosuna.madrid/aula-virtual,0.787071,9.74
20250911_28033539_IES ALAMEDA DE OSUNA_url_web_NTP.json,http://www.educa.madrid.org/ies.alamedadeosuna.madrid,1.566984,9.48
20250911_28033552_IES MANUELA MALASAÑA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.malasana.mostoles/,1.086975,9.64
20250911_28033552_IES MANUELA MALASAÑA_url_web_NTP.json,http://www.educa.madrid.org/ies.malasana.mostoles,1.117607,9.63
20250911_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.jovellanos.fuenlabrada/,0.748595,9.75
20250911_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_web_NTP.json,http://www.educa.madrid.org/ies.jovellanos.fuenlabrada,0.716736,9.76
20250911_28034441_IES SAN ISIDORO DE SEVILLA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sanisidoro.madrid/,0.829523,9.72
20250911_28034441_IES SAN ISIDORO DE SEVILLA_url_web_NTP.json,http://www.educa.madrid.org/ies.sanisidoro.madrid,6.241295,7.92
20250911_28034507_IES JORGE GUILLEN_url_web_NTP.json,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,0.407807,9.86
20250911_28035305_IES ALONSO QUIJANO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.alonsoquijano.alcala/,1.3765,9.54
20250911_28035305_IES ALONSO QUIJANO_url_web_NTP.json,http://www.educa.madrid.org/ies.alonsoquijano.alcala,1.181466,9.61
20250911_28035317_IES JOSE LUIS SAMPEDRO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sampedro.trescantos/,0.700266,9.77
20250911_28035317_IES JOSE LUIS SAMPEDRO_url_web_NTP.json,http://www.educa.madrid.org/ies.sampedro.trescantos,2.003433,9.33
20250911_28035330_IES JUAN DE VILLANUEVA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandevillanuev.madrid/,0.878318,9.71
20250911_28035330_IES JUAN DE VILLANUEVA_url_web_NTP.json,http://www.educa.madrid.org/ies.juandevillanuev.madrid,0.953182,9.68
20250911_28035342_IES LA DEHESILLA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.ladehesilla.cercedilla/,1.403496,9.53
20250911_28035342_IES LA DEHESILLA_url_web_NTP.json,http://www.educa.madrid.org/ies.ladehesilla.cercedilla,2.473772,9.18
20250911_28036978_IES LA ARBOLEDA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.laarboleda.alcorcon/,0.758301,9.75
20250911_28036978_IES LA ARBOLEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.laarboleda.alcorcon,0.841255,9.72
20250911_28036981_IES LA POVEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.lapoveda.arganda/,0.997647,9.67
20250911_28036981_IES LA POVEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.lapoveda.arganda,1.035922,9.65
20250911_28036991_IES ANGEL CORELLA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.angelcorella.colmenarviejo/,0.853642,9.72
20250911_28036991_IES ANGEL CORELLA_url_web_NTP.json,http://www.educa.madrid.org/ies.angelcorella.colmenarviejo,0.882223,9.71
20250911_28037004_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,1.286313,9.57
20250911_28037004_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.leganes,1.247603,9.58
20250911_28037016_IES CIUDAD DE LOS ÁNGELES_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddelosangeles.madrid/,1.031809,9.66
20250911_28037016_IES CIUDAD DE LOS ÁNGELES_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddelosangeles.madrid,0.784403,9.74
20250911_28037028_IES ROSA CHACEL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.rosachacel.madrid/,0.768904,9.74
20250911_28037028_IES ROSA CHACEL_url_web_NTP.json,http://www.educa.madrid.org/ies.rosachacel.madrid,0.53864,9.82
20250911_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.antoniodomingue.madrid/,1.371175,9.54
20250911_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_web_NTP.json,http://www.educa.madrid.org/ies.antoniodomingue.madrid,1.349246,9.55
20250911_28037041_IES JOAQUÍN RODRIGO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.joaquinrodrigo.madrid/,0.542488,9.82
20250911_28037041_IES JOAQUÍN RODRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.joaquinrodrigo.madrid,0.508548,9.83
20250911_28037053_IES PRADOLONGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.pradolongo.madrid/,1.30821,9.56
20250911_28037053_IES PRADOLONGO_url_web_NTP.json,http://www.educa.madrid.org/ies.pradolongo.madrid,1.18377,9.61
20250911_28037065_IES REY FERNANDO VI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.reyfernando.sanfernando/,0.749067,9.75
20250911_28037065_IES REY FERNANDO VI_url_web_NTP.json,http://www.educa.madrid.org/ies.reyfernando.sanfernando,0.804346,9.73
20250911_28037077_IES VICTORIA KENT_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.victoriakent.torrejondeardoz/,0.849059,9.72
20250911_28037077_IES VICTORIA KENT_url_web_NTP.json,http://www.educa.madrid.org/ies.victoriakent.torrejondeardoz,1.696794,9.43
20250911_28037089_IES DIEGO VELAZQUEZ_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.velazquez.torrelodones/,1.105403,9.63
20250911_28037089_IES DIEGO VELAZQUEZ_url_web_NTP.json,https://www.educa2.madrid.org/web/diego-velazquez,-0.626149,9.79
20250911_28038070_IES VIRGEN DE LA PAZ_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.lapaz.alcobendas/,0.778183,9.74
20250911_28038070_IES VIRGEN DE LA PAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.lapaz.alcobendas,2.424372,9.19
20250911_28038100_IES LUIS BUÑUEL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.alcorcon/,0.497074,9.83
20250911_28038100_IES LUIS BUÑUEL_url_web_NTP.json,http://www.educa.madrid.org/ies.luisbunuel.alcorcon,0.367064,9.88
20250911_28038151_IES RAFAEL ALBERTI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.alberti.coslada/,0.616524,9.79
20250911_28038151_IES RAFAEL ALBERTI_url_web_NTP.json,http://www.educa.madrid.org/ies.alberti.coslada,3.085064,8.97
20250911_28038215_IES CARPE DIEM_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carpediem.fuenlabrada/,0.999148,9.67
20250911_28038215_IES CARPE DIEM_url_web_NTP.json,http://www.educa.madrid.org/ies.carpediem.getafe,0.253509,9.92
20250911_28038227_IES CLARA CAMPOAMOR_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,1.221709,9.59
20250911_28038227_IES CLARA CAMPOAMOR_url_web_NTP.json,http://www.educa.madrid.org/ies.claracampoamor.getafe,0.456449,9.85
20250911_28038291_IES SALVADOR DALI_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.salvadordali.leganes/,1.08765,9.64
20250911_28038291_IES SALVADOR DALI_url_web_NTP.json,http://www.educa.madrid.org/ies.salvadordali.leganes,0.308859,9.9
20250911_28038306_IES SIGLO XXI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sigloveintiuno.leganes/,0.519561,9.83
20250911_28038306_IES SIGLO XXI_url_web_NTP.json,http://www.educa.madrid.org/ies.sigloveintiuno.leganes,0.626335,9.79
20250911_28038355_IES MIRASIERRA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mirasierra.madrid/,1.235219,9.59
20250911_28038355_IES MIRASIERRA_url_web_NTP.json,http://www.educa.madrid.org/ies.mirasierra.madrid,1.164842,9.61
20250911_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.tomasyvaliente.madrid/,0.680127,9.77
20250911_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_web_NTP.json,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,0.941265,9.69
20250911_28038379_IES ISLAS FILIPINAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.islasfilipinas.madrid/,1.085097,9.64
20250911_28038379_IES ISLAS FILIPINAS_url_web_NTP.json,http://www.educa.madrid.org/ies.islasfilipinas.madrid,1.293763,9.57
20250911_28038422_IES LUIS BUÑUEL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.mostoles/,0.466833,9.84
20250911_28038422_IES LUIS BUÑUEL_url_web_NTP.json,http://www.educa.madrid.org/ies.luisbunuel.mostoles,0.696938,9.77
20250911_28038446_IES NARCIS MONTURIOL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.narcismonturiol.parla/,0.96886,9.68
20250911_28038446_IES NARCIS MONTURIOL_url_web_NTP.json,http://www.educa.madrid.org/ies.narcismonturiol.parla,1.755719,9.41
20250911_28038616_IES JAIME FERRAN CLUA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.jaimeferran.sanfernando/,1.327832,9.56
20250911_28038616_IES JAIME FERRAN CLUA_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimeferran.sanfernando,1.421737,9.53
20250911_28038801_IES MARIA DE MOLINA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariademolina.madrid/,0.710502,9.76
